Stock_Code,Issuer_Chi,First_Trade_Board,Total_Return_%,CAGR_Total_Return_%,CAGR_Relative_Return_%,Tags_Count,Total_Hits,Total_Positive_Sentiment,Total_Negative_Sentiment,Tag_Index
2235,微泰醫療－Ｂ,10/19/2021,-70.16,-64.2,-56.33,0,0,0,0,0
6622,兆科眼科－Ｂ,4/29/2021,-79.75,-61.99,-53.24,0,0,0,0,0
6609,心瑋醫療－Ｂ,8/20/2021,-72.17,-61.46,-55.49,0,0,0,0,0
1472,生興控股,3/17/2020,-92.78,-61.3,-60.14,0,0,16.07579118013382,0.9242088198661804,0
8428,國茂控股,2/15/2017,-99.59,-60.92,-60.92,0,0,24.832377016544342,4.167622983455658,0
9868,小鵬汽車－Ｗ,7/7/2021,-74.67,-60.9,-51.66,0,0,0,0,0
2131,云想科技,12/17/2020,-84.71,-60.62,-55.62,0,0,1.9561771750450134,0.04382282495498657,0
9959,聯易融科技－Ｗ,4/9/2021,-79.4,-60.4,-52.29,0,0,0,0,0
9899,雲音樂,12/2/2021,-62.06,-60.03,-53.65,0,0,37.640790581703186,3.359209418296814,0
2117,大唐集團控股,12/11/2020,-84.4,-59.94,-55.03,0,0,31.901501953601837,0.09849804639816284,0
8516,廣駿集團控股,10/15/2018,-97.73,-59.51,-58.26,0,0,5.010766506195068,0.9892334938049316,0
8091,奧傳思維控股,1/5/2017,-99.52,-59.22,-59.66,0,0,11.626399993896484,1.3736000061035156,0
1153,佳源服務,12/9/2020,-83.77,-59.04,-54.05,0,0,30.709074079990387,0.29092592000961304,0
2192,醫脈通,7/15/2021,-72,-58.69,-48.8,0,0,38.39938431978226,1.600615680217743,0
2051,５１信用卡,7/13/2018,-97.99,-58.46,-56.25,0,0,34.50166082382202,3.4983391761779785,0
6958,正榮服務,7/10/2020,-88.38,-58.41,-54.97,0,0,49.19659078121185,5.803409218788147,0
6606,諾輝健康－Ｂ,2/18/2021,-79.69,-57.9,-48.34,0,0,0,0,0
2205,康橋悅生活,7/16/2021,-70.3,-57.03,-46.6,0,0,0,0,0
8616,新威工程集團,4/23/2020,-89.39,-56.88,-55.16,0,0,5.010766506195068,0.9892334938049316,0
1343,偉源控股,3/12/2020,-90.25,-56.7,-54.71,0,0,14.100204706192017,1.8997952938079834,0
2127,匯森家居,12/29/2020,-80.83,-56.54,-51.03,0,0,31.879898130893707,2.1201018691062927,0
2210,京城佳業,11/10/2021,-60.22,-56.18,-47.35,0,0,10.121004521846771,5.878995478153229,0
8456,民信國際控股,1/26/2018,-98.16,-55.72,-52.38,0,0,8.83033400774002,1.1696659922599792,0
6601,朝雲集團,3/10/2021,-76.69,-55.71,-46.96,0,0,41.39823043346405,17.60176956653595,0
9960,康聖環球,7/16/2021,-68.92,-55.64,-44.87,0,0,19.670869886875153,0.3291301131248474,0
2219,朝聚眼科,7/7/2021,-69.48,-55.59,-45.09,0,0,35.86290979385376,2.1370902061462402,0
873,世茂服務,10/30/2020,-82.44,-55.53,-52.57,0,0,39.83059513568878,1.1694048643112183,0
8208,WMCH GLOBAL,11/29/2019,-91.5,-55.24,-52.27,0,0,10.775349259376526,1.2246507406234741,0
1761,寶寶樹集團,11/27/2018,-96,-54.64,-52.8,0,0,37.26943385601044,1.730566143989563,0
1948,優矩控股,11/8/2021,-58.56,-54.38,-45.61,0,0,12.662550926208496,0.3374490737915039,0
8493,龍皇集團,1/16/2018,-97.9,-54.29,-51.25,0,0,9.642824649810791,0.357175350189209,0
6699,時代天使,6/16/2021,-69.52,-54.25,-43.55,0,0,31.11849695444107,1.8815030455589294,0
1024,快手－Ｗ,2/5/2021,-76.88,-54.15,-45.23,0,0,11.491703927516937,0.5082960724830627,0
2126,藥明巨諾－Ｂ,11/3/2020,-80.45,-53.44,-49.49,0,0,0,0,0
6633,青瓷遊戲,12/16/2021,-53.97,-53.32,-46.25,0,0,33.52313542366028,21.47686457633972,0
8291,萬成金屬包裝,7/18/2017,-98.37,-53.16,-52.07,0,0,0,0,0
8621,METROPOLIS CAP,12/12/2018,-95.27,-53.1,-51.16,0,0,9.188865661621094,3.8111343383789062,0
2146,榮萬家,1/15/2021,-76.85,-53.04,-44.89,0,0,31.81785875558853,2.1821412444114685,0
2115,捷心隆,10/15/2020,-80.4,-52.52,-49.42,0,0,6.1040661334991455,1.8959338665008545,0
1859,煜盛文化,3/13/2020,-87.38,-52.52,-50.56,0,0,43.01539492607117,7.984605073928833,0
9982,中原建業,5/31/2021,-68.73,-52.46,-40.91,0,0,30.668308973312378,4.331691026687622,0
9866,蔚來－ＳＷ,3/10/2022,-44.37,-52.46,-50.67,0,0,2.555908679962158,0.4440913200378418,0
1736,中國育兒網絡,10/8/2018,-95.6,-52.4,-50.59,0,0,0,0,0
8341,艾碩控股,1/13/2017,-98.76,-52.22,-52.57,0,0,5.010766506195068,0.9892334938049316,0
1952,雲頂新耀－Ｂ,10/9/2020,-80.18,-52.02,-48.83,0,0,0,0,0
2142,和鉑醫藥－Ｂ,12/10/2020,-77.5,-51.96,-46.18,0,0,0,0,0
8096,賞之味,3/15/2019,-93.68,-51.89,-48.35,0,0,20.777737379074097,9.222262620925903,0
1449,立德教育,8/6/2020,-82.43,-51.86,-48.37,0,0,28.43036949634552,3.56963050365448,0
1941,燁星集團,3/13/2020,-86.16,-50.92,-48.89,0,0,15.73207277059555,0.26792722940444946,0
1945,清科創業,12/30/2020,-75.43,-50.79,-43.93,0,0,32.142978847026825,0.857021152973175,0
